"MR1","MR2","MR3","MR4"
1895531.01910556,1842074.07074652,1285358.27567155,581232.596736142
3955749.59795006,3492245.09886316,2860539.71940963,1183164.77290355
134783.516119916,-83358.0483994725,199892.480491921,23181.6053854571
2379158.60757452,2099621.19733564,1720840.03144074,711542.347628334
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
134193.888817435,-34227.869350002,174332.310908828,27209.4798291179
3830362.10893064,3635452.65306704,2641346.09787467,1167157.02065499
2898907.00637995,2869482.07269304,1939261.54919781,893331.3343491
NA,NA,NA,NA
142473.699753048,138392.26265381,96643.7747420764,43682.1501790672
NA,NA,NA,NA
NA,NA,NA,NA
-400658.127484985,-175499.019269086,-379937.375282234,-104747.943069328
426738.337076994,302110.927358432,346363.067767136,121317.734156936
-1308954.91437809,-1007832.78305555,-1021338.16924812,-379000.482241045
189877.276993459,279507.178873061,80676.7420771761,66264.9535523209
328396.638924436,625481.804402768,67618.1574375611,126633.276716266
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
4171444.13433762,4084986.3584819,2812867.72075656,1281742.80189001
-2187770.14506748,-2284013.06867296,-1403576.07021008,-684214.246687218
215188.720426264,148920.60713498,176392.057056675,60887.2663576989
NA,NA,NA,NA
NA,NA,NA,NA
-881105.598268315,-710610.407015078,-671201.533741376,-257845.281654641
2395488.08083691,2848006.38888969,1361128.32654447,778567.780717831
492307.001897788,486483.407996994,329752.631647772,151638.019244009
4147118.85222627,4162866.55332258,2744983.58188894,1282877.7045856
NA,NA,NA,NA
-1962346.80972838,-2082910.82149926,-1241626.39289092,-616614.77693756
537706.10132014,356653.816479787,448586.283810394,150832.599573835
1309798.69086652,1339777.26311673,854302.352717096,407292.83108237
NA,NA,NA,NA
-888015.705430057,-995813.466738174,-534920.055647016,-283542.549231424
262257.834907312,294696.547490036,157674.228808954,83790.2379529522
1205751.93661398,868249.979106647,971243.652162204,344026.303469488
NA,NA,NA,NA
NA,NA,NA,NA
-2182430.98368777,-1877708.6437661,-1602994.69682668,-648615.298475142
-89537.2615919685,-43431.0698541281,-82773.8775763416,-23764.4822584004
NA,NA,NA,NA
NA,NA,NA,NA
190463.76202766,-11208.8407629419,228515.667351841,41781.344865325
344393.677724293,291446.494307338,255417.558483091,101941.78865131
NA,NA,NA,NA
2105692.74096549,1897878.66399372,1503001.30390583,633107.060438156
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
663389.286735143,760036.961700687,391449.77598137,213182.562615889
-1985840.13357799,-1932042.02256211,-1345479.70996475,-609112.813571724
-2503014.59954845,-2356840.47391779,-1735552.70372928,-761108.926766509
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-268584.597126372,-249256.997229911,-188076.169510877,-81362.6680371057
-1412156.21827746,-1332956.44585552,-977511.427689489,-429680.892123175
-93844.7244619372,-37310.4214450501,-90913.3112004357,-24213.483156733
34745.9982356188,-198749.844929785,141255.128918369,-9032.88012478475
NA,NA,NA,NA
-54454.8088243845,-153126.590124042,13797.6885206891,-25182.3125583229
88315.8172220181,24714.7310762165,90821.260201558,21906.9703187392
-874458.200628093,-863491.623847528,-586036.421358378,-269299.061252617
-1609244.60111542,-1375735.10068574,-1186449.62128848,-477520.058726039
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-2285917.67288457,-2345695.74149275,-1487186.54182184,-711456.568479107
NA,NA,NA,NA
-1777933.93879266,-1785750.23945927,-1176278.32404783,-550081.633143546
-2892800.2989139,-2745779.33742656,-1994730.10435658,-881488.040100438
528381.546349323,543547.190858482,343072.077737202,164563.74596709
-2255061.6501071,-2072759.81688984,-1589241.28896103,-681426.621057802
675275.077719247,481198.162619173,546503.534614195,192242.881398589
1785398.19209071,1904458.85353725,1124924.53493884,561805.08394086
NA,NA,NA,NA
NA,NA,NA,NA
2253625.00376692,2104415.54280836,1571537.85304732,683781.616645905
4100616.84092592,4084401.9028598,2730293.45702573,1265800.99257677
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
2262435.42760763,2002260.46449239,1633553.59538047,677112.171241167
-660806.84024093,-404870.793959548,-568212.953093763,-182535.636729298
623248.979046943,716098.428793651,366727.520762036,200459.23168669
-2077782.39667687,-2224665.63985272,-1304935.98327234,-654516.764737145
-717000.972876997,-664606.274063866,-502483.538020533,-217132.745275335
1071403.14313135,989198.843270016,752832.736901084,324126.322164246
80877.7998426182,33732.3409659194,77552.63196283,21000.6414213736
-3654423.6356982,-3128289.68182494,-2692211.39444148,-1084746.14561184
-2388420.5145486,-2494896.72892608,-1531591.68640681,-747084.84549979
-742509.948118178,-737146.314027729,-495608.058975478,-228995.868038355
931533.46584815,914096.376587254,627203.460291574,286388.098560819
NA,NA,NA,NA
-5090021.88506987,-4587922.73373668,-3633032.36517465,-1530411.33746488
-2333479.06340739,-2415952.02052552,-1507274.43652641,-728075.405346237
2808946.33811946,2854865.16004503,1841401.86289923,871909.167429274
2803948.77255089,2596832.86021347,1966164.76572323,848941.26861631
1454049.72113204,1597499.48387382,892621.220570941,461475.458567335
-1571246.69058458,-1495295.84045913,-1081474.58186431,-479116.214315293
-133297.193887794,-103862.175116733,-103384.713259499,-38699.1661359442
-229255.708554603,-115731.269336976,-209647.04948551,-61233.3801464181
-1787038.84918688,-1725005.15416453,-1217678.14907055,-546979.346864152
-196285.625821482,-429950.35751667,-12023.6629493987,-80441.1839707299
1623260.70843127,1719516.21447912,1028836.75781631,509770.623086372
-1384855.25317618,-1515546.37992198,-853147.096606096,-439013.616032763
287283.582735829,319094.042362534,174604.645951265,91469.3539529104
308871.8328141,137881.221266043,291589.457330594,80971.5550215482
-228834.786233005,-335182.065364557,-98073.1431084179,-79718.1179312975
-426144.549763737,-532942.840609151,-228824.705797841,-140729.48348122
NA,NA,NA,NA
NA,NA,NA,NA
953181.36785819,837912.014642215,691092.279581859,284793.934889515
-1247020.90335338,-1107424.1767845,-898466.641597004,-373537.648701944
243409.379233737,275023.69959048,145575.179790005,77894.4906934247
-2898803.93559951,-2903424.87005986,-1921959.45495096,-896182.237753872
-1512541.60414798,-1493819.18151691,-1013539.3011796,-465820.599321763
2562.87957477816,49919.7180071893,-22271.7249644303,4801.8248919635
881541.693938622,777050.493395658,638078.806604831,263566.931846141
-1140875.61041069,-892039.495165127,-883295.643287955,-331484.654658383
175781.385231298,179454.331358302,114830.690010944,54629.8145996387
450214.679042424,478839.640373173,284373.067610538,141550.254210505
1614441.78827216,1542780.4695819,1107977.26029152,492825.285626597
946463.901876859,1105984.90748131,547537.762350732,305981.961493414
-2015665.10840763,-2168884.76186254,-1260490.85326837,-635854.713240649
176569.768598874,211014.754967963,99777.5597568298,57480.612116848
2835095.1932323,2800800.72577534,1899365.33951584,873200.123950103
2155727.00113533,1997985.79514751,1510870.97258772,652809.666640692
1359855.00444889,1114126.5078948,1027089.79250271,399419.42210246
NA,NA,NA,NA
-455326.167802328,-533305.613852122,-262785.733224917,-147307.600476503
-5130077.34822566,-4659340.62269203,-3643747.62949557,-1545444.73195568
1118086.60631582,941636.247662272,831526.744366108,330572.449214233
-3138575.74675879,-3256666.24866091,-2023687.82585573,-979883.707361025
-1174892.82129187,-1021924.4677291,-857351.83747093,-350116.421965336
-343260.380259988,209894.264682126,-507862.076581886,-59240.1322095604
-1071652.02822236,-926353.560943866,-784936.854364142,-318861.025930713
1449919.65891091,1109342.05365862,1134886.26553924,419220.347812134
788422.69809488,729403.487125277,553247.71368875,238642.044821359
-19174.1448432481,-218768.985255021,88303.3153772152,-22823.1352311284
-891517.918571778,-913142.1240732,-580864.676929942,-277328.592672635
103110.595548382,3249.80747415794,118995.677723621,23408.3593633401
408540.499634686,197102.270439697,378224.826132814,108347.08668741
-106901.061917746,-62055.6998264052,-93664.4177638399,-29237.9202346576
2270192.76177055,2194105.72023074,1545523.67536888,695095.7722049
114027.759952266,164557.501625022,50119.7505598585,39515.7355882795
599886.156784179,583939.807278705,406291.552355806,184027.788134837
1932169.94625663,1912874.18268869,1292388.56644706,595447.283008178
1450414.64926753,1425369.5791033,975497.690694195,446088.617628909
-456664.161261496,-376064.904150623,-343941.953983208,-134294.750439128
-1110057.66838448,-947833.533757875,-818999.362176549,-329298.222955521
1421067.23427083,1339003.260845,984877.23748734,432191.4065223
3852153.92032763,3526720.82706494,2721877.23454645,1162841.39755333
-1419636.9675288,-1448289.06486279,-927887.783173651,-441122.716839335
-2403826.87879875,-2162078.28811491,-1718086.50685371,-722363.617990836
554908.195926937,545177.245021743,373287.556090931,170655.763864526
-1258466.66866823,-1144095.80596137,-893292.854944925,-379208.484928079
-2185434.37546594,-2140559.75331967,-1473456.53375935,-671545.33569273
-588738.888926563,-566230.530627447,-402214.664670905,-180027.272581449
1714552.41981721,1339350.17812232,1328080.05012313,498064.942834431
NA,NA,NA,NA
-897294.994898088,-965445.044767195,-561149.739771802,-283052.261871815
1247046.71637932,1109538.70938119,897423.964915891,373719.257039517
434863.801127734,318357.512566907,347648.875604669,124519.236734161
922086.937029174,821033.053579806,663255.532347892,276388.323165592
NA,NA,NA,NA
-1276933.06953601,-1321908.65698228,-824891.496384517,-398405.884490813
-644655.349101271,-592565.357248286,-454303.061509073,-194800.860345076
-1376681.63601383,-1424973.96227539,-889427.242192428,-429511.224874809
108722.979790125,124538.604497915,64167.5952470297,34937.3331027933
-372304.77261692,-383200.734221923,-241628.833142956,-115972.038465446
NA,NA,NA,NA
NA,NA,NA,NA
-3237987.39777742,-3118790.83583643,-2209790.17864318,-990512.697576012
-618795.18522006,-370400.977283376,-536504.005324771,-170188.532835385
-1085863.51100691,-946549.8951354,-791341.330512783,-323760.917009788
-825645.340200935,-689184.276695771,-617156.972511958,-243588.160792233
-1312952.76016052,-1259883.26005824,-898431.098714939,-401237.746501142
159613.134051345,-24421.6006852163,199110.972292179,33740.7435640727
-1340090.69876522,-1307257.8469754,-906201.841987153,-411335.482089362
2616417.9910927,2298602.46890411,1897713.85645209,781618.665393119
NA,NA,NA,NA
-2402499.99983975,-2817359.84702555,-1384847.7311402,-777545.872729457
-370962.6272543,-202061.061598912,-331748.681935957,-100335.619543385
1388481.1483934,1482237.46283708,874249.167941788,437008.718071864
557529.330224082,427426.075438658,435957.922661459,161272.659486686
-3544329.22420452,-3501326.98226763,-2374572.61252764,-1091629.76630917
NA,NA,NA,NA
-1182209.53161388,-1134025.11360161,-809169.682873716,-361246.713463506
693852.298964758,710477.416867381,452180.639981314,215823.319339071
-2365329.20971836,-2378014.63219128,-1563737.9539892,-732008.164740956
-1005890.63278364,-1020113.92920893,-660534.602117892,-312046.385036079
-753797.628851186,-869564.506992379,-441788.81758681,-242740.05864388
-1892502.7591089,-1936710.52751733,-1233910.50876924,-588565.262826755
-2492779.35631154,-2409593.92873641,-1696872.9125037,-763276.887472252
-694429.190636394,-820339.559509891,-397243.828155329,-225252.692908099
-49153.0363959645,-222164.398619908,54947.6610714889,-29836.8443968804
NA,NA,NA,NA
-641796.931267336,-516070.52431498,-489682.242896568,-187685.855904783
495244.580391992,389843.923502794,382106.571943208,144116.930540939
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
528401.698271559,184903.105525897,524636.593062407,134203.332513894
2151949.7170996,1943797.44753247,1533874.79093897,647372.170494254
1610603.81126814,1720984.1387149,1013283.08509772,507054.691005956
-4464877.48364111,-4219658.77588355,-3088015.66212116,-1358977.64952092
NA,NA,NA,NA
-272858.060650384,-74677.3092835087,-281445.526515813,-67540.5487465793
601004.315198144,402928.092375755,499223.117779915,168952.101032663
1896053.48084743,1707234.26245275,1354220.16621721,569931.711312122
NA,NA,NA,NA
1357849.20702527,1392870.74234001,883644.617478856,422567.33473357
384664.638655612,420320.313565792,237304.599768787,121887.848704777
2017047.56437007,1738395.90098625,1480011.36055722,599716.929965645
NA,NA,NA,NA
235346.372755411,197397.898860616,175437.856384019,69514.7328584134
427404.021267595,305222.992369753,345568.564247141,121732.918253371
3386219.81358208,3013532.46688864,2436499.31338309,1014856.81619503
NA,NA,NA,NA
NA,NA,NA,NA
2915981.12320071,2469691.94862862,2161599.80174514,863311.775637013
1323653.15319211,1506446.50777797,786143.726066659,424513.347281122
87419.7243065859,80797.3324577931,61383.2813471354,26455.1383429854
936683.784907019,1167669.8318406,504872.137554307,309011.902988255
724449.037138954,910944.64443784,386505.360917139,239657.921765868
NA,NA,NA,NA
393412.351259317,589092.918778727,162107.810222779,138139.761271524
-753769.131040791,-856633.048788176,-448302.40424076,-241640.034737073
-295876.330502385,-576455.716925085,-54385.0907053458,-115188.472839519
387144.852120276,163227.950256678,370339.24133826,100677.490122186
-37500.9762765841,108733.098835163,-98915.3295987903,791.709686871311
1051158.68797961,856202.810758977,796468.135034223,308323.11618837
-26563.7164573182,-258341.545673365,99689.4544306839,-27831.6167919963
1204063.88979813,703242.293160732,1052791.38691395,329677.786284422
-270007.569339631,-391094.502866584,-117944.645490994,-93689.3404338867
-398645.269275587,-483098.245510245,-221881.216269926,-130339.6602845
-2189496.69030667,-2095229.51571428,-1501156.57664328,-668618.131508714
-157546.631251598,-463563.744933159,50317.0374909831,-74595.6408673373
2377140.34861749,2381946.58925488,1575571.55377226,734993.0049677
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1525009.95691255,-1353719.19942428,-1099040.71206538,-456759.058949828
NA,NA,NA,NA
NA,NA,NA,NA
-5470698.21874503,-5154828.67651611,-3791468.51754268,-1663814.91553559
-577571.205134479,-438186.208024043,-453958.648704311,-166679.154204136
1210981.75460741,1109069.73181233,855465.776391972,365590.632632308
-2699713.63744081,-2532925.22962151,-1876558.23278069,-820145.999817578
-2049596.06325753,-1942944.79172662,-1414554.02987196,-624338.063076565
125235.507131639,264127.148058397,12832.3656427062,50461.1379183098
1559173.68484088,1371541.24086567,1129990.96585059,465931.398220995
1813746.13903223,1649098.87498538,1287347.55978614,546543.771332312
3238109.02538597,3048692.71214834,2245412.03685169,984603.706692227
-704524.059007533,-762609.580060385,-438278.803512966,-222631.315220896
1149635.81892195,1247255.96811008,713744.721404655,363524.526487396
1642480.79414314,1530279.0244974,1147110.42722592,498060.825389891
1693297.30845595,1779804.70743661,1080263.93719442,530587.274643349
1857356.10845141,2088427.47913788,1115994.12471239,593525.943016471
NA,NA,NA,NA
-4270014.82975027,-4359928.73429175,-2789023.20722105,-1327134.38608154
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
383841.196133586,132375.623150808,382092.452178428,97325.724529156
908914.042063779,1028564.07750876,542795.497858676,291003.009087942
NA,NA,NA,NA
-666489.096077946,-390462.642138067,-582151.266148215,-182587.674838325
493119.678121127,401658.291941986,373641.903168836,144640.272351838
-235374.061167188,-163846.593393437,-192454.75628922,-66680.2782124098
1308715.60027622,1141832.6791412,953231.361940175,390291.628314723
417085.814139234,713877.405053576,126644.213025028,154017.014443287
-1166888.25905927,-1209341.0587653,-753119.322656218,-364187.778805503
-719827.011543315,-706916.917733872,-484370.641526923,-221347.311141755
796124.419480213,783260.715605931,534998.769491612,244929.137914746
1434417.04746019,1515325.02773083,911247.671660543,450114.405187731
-117043.663004558,-80477.0242991688,-96203.2792983507,-33072.9213634982
3673873.69095534,3587828.61233167,2482361.89280314,1128018.90681294
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-62233.4455618073,20567.9634449837,-83224.6702563023,-12219.9790582313
-63054.8042379875,-98664.7343487831,-23833.5786352461,-22499.0178875952
-4471921.00031569,-4581341.3499302,-2913181.59251623,-1391179.04445814
-86723.7376833437,-46772.4690685465,-77792.578431702,-23418.6011547578
-519592.316654317,-691449.578166388,-257927.796510643,-175115.479421228
-38063.0428498363,35358.2204926136,-62431.5213643217,-5544.72105522314
1352031.67243241,1415193.29150198,865541.718043344,423152.285069127
-536129.721307633,-446308.025194215,-401360.957253268,-158069.205712287
-954783.076646102,-937936.190500433,-642334.512025339,-293619.667046851
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-122247.983818701,-162280.320136799,-60889.3597115587,-41167.6776657635
774509.012717461,934126.140540986,433341.34384646,252854.276447505
-903699.58061267,-821784.908876935,-641362.008092031,-272325.594332124
NA,NA,NA,NA
2409929.79533139,2146661.50706123,1733026.4790155,722427.123977632
255004.062808533,6724.23746052957,294952.738181278,57780.770446469
4303103.45742038,4015893.35959719,3001881.98903257,1305430.09531821
-1408831.98354056,-1242930.72034538,-1019192.86969883,-421311.388663812
-1394400.57887873,-1415378.2896628,-915017.482269725,-432673.401280834
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-441519.802609471,-382819.537405777,-322802.935545196,-131467.474536367
-59378.9615610515,-378709.318059678,122221.134736145,-45385.1979086702
-158831.149005649,-182969.244956086,-93217.2588693702,-51125.1053528064
-1132184.76876062,-1175310.58018475,-729741.116747042,-353519.001357263
339346.944952702,192310.112616806,299695.678302695,92416.7388162094
6983464.86807782,6720588.60007976,4768854.5654812,2135778.82946856
3833207.0708191,3587826.2134454,2668781.03776948,1163764.0170872
NA,NA,NA,NA
NA,NA,NA,NA
501419.173660711,660930.768416693,252108.914432514,168451.297713522
-2912837.39778255,-2703032.06117983,-2039810.52317855,-882363.40206839
-1262353.91242393,-1162411.62707981,-888569.719212245,-381632.770236039
403556.6962145,346506.093925786,296768.51849399,119878.001159468
31638.0545883799,202729.230300916,-65602.0747340226,24262.9715514122
-195243.289079987,-135071.698327616,-160065.331436968,-55239.9740376289
-318634.720735972,-312664.073116405,-214539.762273651,-97960.4607439763
2700934.1931047,2683479.56387297,1801781.88886972,833168.315636006
401297.221964199,361628.591841167,286470.297351464,120650.998314847
8096.16989422335,46683.2232641757,-14158.4906115485,5767.12846642635
304553.168785098,364829.387824577,171659.119643787,99217.0059572398
-2168363.90238088,-2434700.60862656,-1304592.28833281,-692617.726923055
107829.287438948,-43029.4346633794,147941.348776385,20549.2429053382
-419578.282299099,-529682.405730444,-222791.96605586,-138979.463563225
369217.715805652,362871.699639482,248308.875908444,113559.190567771
NA,NA,NA,NA
874491.988059225,744638.64606939,646237.947506676,259242.324998686
-515211.133358953,-615195.648263114,-291398.877464106,-167675.659270308
-787512.868709383,-895504.144388574,-468104.738483777,-252499.870828948
NA,NA,NA,NA
NA,NA,NA,NA
-2218645.11981225,-2426019.23657606,-1367818.32298429,-703165.004096939
94482.5005669618,146448.390162987,36414.7751590109,33598.5468465327
618283.159570795,795949.028126064,320497.146529653,206103.121836198
-680061.153896985,-760623.300997871,-410661.456628432,-216972.75551348
316605.368140793,313685.655328839,211646.998515744,97590.9533875885
212672.736075404,180286.454364111,157571.13662518,62979.4740693471
-573484.214370964,-27845.4140446958,-656883.997281244,-131021.79014442
-199129.185981624,-1915.85257399807,-232013.109298503,-44838.7185577865
-1836970.69315385,-1736847.75917688,-1270103.78682271,-559183.794871084
570997.490624453,703167.223262945,312137.440721903,187639.179799604
-1658278.02641256,-1380780.38132112,-1241270.1732341,-488946.631616025
-547006.794789272,-519031.130406675,-377276.290563217,-166669.787828015
-565421.492199938,-615456.428195977,-350012.482752339,-178962.749857488
1780881.95296651,1603872.71326597,1271790.99017469,535343.58782483
2110251.32333833,2110401.6536542,1400760.99849189,652124.923910478
288118.168625016,332663.576810515,168712.319131776,92806.1042022155
-570509.815765259,-670087.268384415,-328313.004689863,-184729.832232198
NA,NA,NA,NA
NA,NA,NA,NA
-276209.255197169,-69512.54107419,-287980.246198939,-67855.6856124911
134950.00612236,127332.909322896,93438.9035612781,41057.167130339
-2123059.16073204,-1846460.84342566,-1549347.65994984,-632650.809588642
447107.755637976,502757.735262586,268629.226848268,142873.931882411
602833.613948533,499048.047769905,452708.704687013,177500.419791243
143665.29706737,175183.89456282,79412.8178026714,47062.7468361132
NA,NA,NA,NA
-85894.5613171553,-194266.65388815,-2162.7799242998,-35718.6095276385
-1755270.09553971,-1767630.56216958,-1158932.55834384,-543460.976243227
-1107683.87142116,-1096799.72929853,-740815.429560264,-341375.26702795
-395464.641077334,-525922.917999045,-196482.530527021,-133251.660728872
-951851.196497107,-1089136.90086773,-562367.601825874,-305765.091280758
-69058.1124414181,-162969.802735048,1695.67929221159,-29290.8949133963
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1852982.36939976,-1652942.65357827,-1331312.07823372,-555674.11031623
-2608912.18171836,-2268898.9622067,-1903967.55657745,-777419.971797917
-3169180.44741927,-3060044.42878082,-2159020.11288516,-970104.343738976
16515.692092749,-257947.336694422,149892.499095241,-18132.7307581515
1371365.46266052,1523519.27299465,833327.504612812,436661.316980144
-311629.783740306,-223330.363594235,-251562.024032961,-88824.1285119799
1723209.68182688,1830133.60427601,1089783.93047051,541560.933517326
159216.085638337,84431.3985771166,143546.989370459,42868.4813958366
-300653.193061945,-286602.389913353,-206693.007782926,-91717.229360661
2276869.75131941,2138985.12238721,1581235.79576154,691925.859102422
-134158.600097637,-169550.578796292,-71142.0889113103,-44453.9850507333
158565.451192322,117098.945617122,126250.123520265,45489.7253041654
-312034.187277076,-370096.890273052,-177741.952598085,-101339.50353556
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-819654.97170311,-881794.005267042,-512654.878296932,-258550.114793724
239224.395908321,439487.324070761,57430.9439503588,90879.6160296076
-496673.12991595,-471312.829080212,-342541.260454228,-151333.879926613
1172390.22145118,1332375.86289716,697278.155100777,375838.352786605
418414.531785269,424601.275183862,274622.031392201,129823.535752733
923230.874971839,907116.251361801,621017.23338347,283930.357238382
1674890.36074686,1744932.48849587,1076375.79358793,523506.613141322
769503.138606779,631031.03117507,580904.594705576,226067.924858357
-1553805.57407147,-1409613.20035033,-1104439.72527011,-467949.685992227
-1320167.43619448,-1199146.29295592,-937618.42097946,-397711.369473381
-1885069.31035036,-2026642.03422003,-1179693.79878627,-594511.018897897
-736706.040911757,-539288.524618495,-588972.221928996,-210944.010112211
-1243073.96438998,-1062126.11584162,-916774.418513408,-368813.957769474
-208807.13850334,-347339.015410508,-68491.9675176271,-76253.7328319722
-1772539.36958366,-1590044.89742993,-1269025.76874798,-532299.227418593
-1065192.56916679,-1007991.76212575,-736052.21020349,-324323.557830978
-514197.519933324,-462638.860152805,-367434.825332389,-154532.696713622
-285304.931094286,-265755.290220099,-199286.412662437,-86509.2683793516
-7367.55751085035,-169571.343952912,77216.4637245036,-16009.0364184738
NA,NA,NA,NA
NA,NA,NA,NA
-2176880.79037643,-2091942.9067531,-1488058.01999218,-665510.673741598
-305850.602764518,-215056.68072823,-248991.437196927,-86829.2120948646
1314204.32827515,1405243.5094431,826317.590467507,413824.84614088
NA,NA,NA,NA
2471402.81158633,2552933.12521863,1599306.81122203,770616.773247435
607680.711260742,356805.740169763,530381.398944457,166545.087844976
2295663.77225,1900163.69954072,1724112.02390344,675923.418050864
-1118172.36115798,-998455.232375086,-802866.778237711,-335402.337614476
-671541.666513391,-694996.445313342,-433912.145425445,-209507.412477274
-234733.492263938,-86577.9967567741,-230813.493595819,-59994.2632532707
NA,NA,NA,NA
2724620.5304149,2448689.4331493,1948336.07300609,818600.035076882
-724386.736306499,-800302.978697205,-442437.686965511,-230277.713969561
1503136.53625825,1347310.4459756,1076692.19464676,451306.675655202
210645.01337289,127525.036631011,181905.752297694,58055.2010730316
NA,NA,NA,NA
NA,NA,NA,NA
737330.814448014,768049.029761245,473906.89734416,230449.434630041
-3165718.88758644,-3047903.94501957,-2161117.31630037,-968297.834176972
-1820852.52386092,-1943714.77392919,-1146536.36478424,-573084.376123735
-2950597.00891368,-2911296.63980805,-1978566.96041257,-908469.156963121
1610074.87480538,1715581.10428419,1015397.72268915,506478.616027679
748370.304473978,926325.879977885,406707.560625591,246327.217022477
-1018181.79677515,-810720.881561659,-780907.047266392,-297075.480607629
1759770.95617041,1738793.96385245,1178795.39583606,542030.402606898
2914391.98578949,3098195.39928629,1841605.91606569,916169.883040956
NA,NA,NA,NA
60825.361909228,-64938.529100093,104034.70575201,8149.02407943597
1003016.50294078,991041.849986241,671886.654925591,308937.554377683
-1877580.18238842,-1999797.22442664,-1184517.18507617,-590558.613193369
584202.193842831,418553.578378004,471654.683349351,166505.717775786
NA,NA,NA,NA
-1174076.08663142,-1066780.77536724,-833687.833687729,-353729.457472746
NA,NA,NA,NA
-268885.349723141,-262838.938308919,-181553.795618788,-82578.0766893133
2682107.84637203,2624911.0910934,1809395.48065703,823984.128608358
-543581.678130131,-358904.218959385,-454324.227789596,-152341.331720258
915081.495383387,1030393.9012928,549084.67187887,292541.892916199
1284965.77740515,1118963.89927347,937016.50536714,383027.003702709
504664.240475761,377569.487914522,399340.931947077,145192.208601066
130096.204519978,266769.060930788,17179.1453938527,51774.1919358748
248862.487517137,390500.899586922,93509.0206135357,88896.2534726159
-840582.486848378,-734424.419822694,-611735.284063976,-250770.447004303
-781529.655206807,-543433.739787198,-639317.026791578,-221349.424749766
-647271.187452433,-835474.150603945,-334410.682568421,-215953.966037849
2843742.06568295,2634227.12394331,1993794.9038859,861036.140898549
907100.288140955,687234.809329522,713446.14856855,261697.505796531
44973.4388250467,83550.8746087842,10327.7297799481,17163.6838881972
-114115.997538326,-63191.7697833952,-101528.687652787,-30952.2521485151
4753074.4349013,4627312.94818888,3218863.49519647,1458151.4801077
497706.6729855,360683.799840524,399747.539067064,142200.209918656
1203307.14446504,1167249.16724657,817035.982294869,368793.353638861
1120246.93877226,1035652.99477268,786467.532186646,339016.536946515
73959.3445945423,-13912.6376444789,93573.7322271163,15415.0944566362
-1628263.13900211,-1368783.10813017,-1212224.28100211,-481197.680175663
-415940.13445335,-326252.832390186,-321509.276744092,-120939.717716342
697380.522103257,651957.354417995,485931.413432615,211659.633792683
2267853.65584088,2309456.30597751,1484396.5591281,704334.959866446
-225575.731183228,-308464.782559889,-107783.48363929,-76724.1170752556
331577.817381865,360445.806065082,205496.874529619,104908.380857386
-79640.3570920635,-231852.642103994,24183.5456743086,-37497.4655917539
-374177.013094363,-305600.432998794,-283099.179119637,-109821.505283719
NA,NA,NA,NA
NA,NA,NA,NA
2112572.26225561,1539810.32987067,1692293.75032545,604335.17954404
